Equipment Tag,Project Name,Area Name,Item,Unit,Qty,Capacity,Field Labor,Material Cost ($),Equipment Cost ($),hrs/qty,Mat $/qty,EQ $/qty,EQ $/Cap
WSHP,40th & Blake,Levels 6-9,"Unit Water Source Heat Pumps, HP",ea,54,,216,,$198713,4.00,,$3680,NA
WSHP,40th & Blake,Roof,"Mechanical Penthouse Heat Pump, HP",ea,2,,8,,$7360,4.00,,$3680,NA
WV,40th & Blake,Garage,"4"" FS-1",ea,1,,1,$883,,1.00,$883,,
WV,40th & Blake,Garage,"6"" FS-1",ea,1,,1,$883,,1.45,$883,,
WV,40th & Blake,Garage,"Trench Drains, TD-1",lf,79,,52,,$10742,0.66,,$136,NA
WV,40th & Blake,Level 1 - Lobby,"2"" FD-1",ea,2,,3,$255,,1.40,$128,,
WV,40th & Blake,Level 1 - Lobby,"4"" FD-2",ea,1,,2,$128,,1.50,$128,,
WV,40th & Blake,Levels 2-16,"2"" FD-1",ea,2,,3,$255,,1.40,$128,,
WV,40th & Blake,Levels 2-16,garbage disposals,ea,150,,225,$43607,,1.50,$291,,
WV,40th & Blake,Levels 6-9,"2"" FD-1",ea,5,,7,$638,,1.40,$128,,
WV,40th & Blake,Levels 6-9,garbage disposals,ea,45,,68,$13082,,1.50,$291,,
WV,40th & Blake,Roof,"3"" FS-1",ea,7,,10,$6184,,1.44,$883,,
COMP,Adams 12 CTE Building - Adjusted,CTE Building,Air Compressor,ea,2,,26,,$23842,13.00,,$11921,NA
DMW,Adams 12 CTE Building - Adjusted,CTE Building,hose bibb (hb),ea,14,,41,,$779,2.93,,$56,NA
DMW,Adams 12 CTE Building - Adjusted,CTE Building,wall box - wb,ea,2,,21,,$477,10.50,,$238,NA
DMW/WV,Adams 12 CTE Building - Adjusted,CTE Building,drinking fountain (df),ea,3,,3,,$9060,1.00,,$3020,NA
DMW/WV,Adams 12 CTE Building - Adjusted,CTE Building,"emergency eye wash, eew",ea,8,,0,,$32616,0.00,,$4077,NA
DMW/WV,Adams 12 CTE Building - Adjusted,CTE Building,lavatory - wall mounted (lav),ea,5,,18,,$6056,3.60,,$1211,NA
DMW/WV,Adams 12 CTE Building - Adjusted,CTE Building,mop basin (mb),ea,7,,28,,$14464,4.00,,$2066,NA
DMW/WV,Adams 12 CTE Building - Adjusted,CTE Building,"Service Sink, Double comp",ea,6,,24,,$29851,4.00,,$4975,NA
DMW/WV,Adams 12 CTE Building - Adjusted,CTE Building,sink (double comp) - counter (s),ea,13,,0,,$15642,0.00,,$1203,NA
DMW/WV,Adams 12 CTE Building - Adjusted,CTE Building,urinal (u),ea,4,,19,,$3721,4.68,,$930,NA
DMW/WV,Adams 12 CTE Building - Adjusted,CTE Building,water closet (wc),ea,19,,43,,$16193,2.26,,$852,NA
DSN,Adams 12 CTE Building - Adjusted,CTE Building,DSNs,ea,11,,24,,$6994,2.18,,$636,NA
DWH,Adams 12 CTE Building - Adjusted,CTE Building,"DWH, Water Heater 100 gallon",gal,1,100,14,,$15100,14.00,,$15100,$151.00
ERV,Adams 12 CTE Building - Adjusted,CTE Building,"ERV-1,2,3,4,6 Energy Recovery Ventilators",cfm,5,8830,305,,$202104,61.00,,$40421,$22.89
ESP,Adams 12 CTE Building - Adjusted,CTE Building,"ESP-1, Elevator Sump Pump",ea,1,,8,,$2782,8.00,,$2782,NA
FCU,Adams 12 CTE Building - Adjusted,CTE Building,Ductless Mini Splits,ea,0,,0,$0,$25336,NA,NA,NA,NA
GEF,Adams 12 CTE Building - Adjusted,CTE Building,"GEFs, General Exhaust Fans",cfm,160,,8,$397,$1907,0.05,$2,$12,NA
GRD,Adams 12 CTE Building - Adjusted,CTE Building,GRDs,ea,252,,0,$0,$23561,0.00,$0,$93,NA
HP,Adams 12 CTE Building - Adjusted,CTE Building,Water to water Heat Pumps,mbh,360,,16,,$79475,0.04,,$221,NA
IH,Adams 12 CTE Building - Adjusted,CTE Building,Fume Hood Connections,ea,3,,24,$0,$0,8.00,$0,$0,NA
IH,Adams 12 CTE Building - Adjusted,CTE Building,Welding Exhaust/intakes for welding area - COR due to engineer missed exhaust,ea,1,,48,$59606,$0,48.00,$59606,$0,NA
LSD,Adams 12 CTE Building - Adjusted,CTE Building,"Fire & Smoke Dampers, SD,FSD",ea,61,,0,$0,$29406,0.00,$0,$482,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,*** Heat pump geo accessories,ea,28,,28,,$61017,1.00,,$2179,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,**Line Sets,ea,0,,0,$0,$38148,NA,NA,NA,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,**Startup,ea,0,,0,$0,$2384,NA,NA,NA,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,"Duct Specials (spins, MVDs, flex)",ea,565,,0,$0,$39872,0.00,$0,$71,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,Hose reels,ea,30,,0,,$33379,0.00,,$1113,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,Misc,ea,141,,126,$2391,$0,0.89,$17,$0,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,Quick Disconnects,ea,90,,23,,$21458,0.26,,$238,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,"Radiant Floor Heating Equipment, CP's,GF,Cabinets",ea,14,,87,$1192,$42916,6.21,$85,$3065,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,"Water Specials (SA, APs, misc support)",ea,1,,18,$772,$10774,17.50,$772,$10774,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,Weld Gas Equipment,ea,106,,66,,$31790,0.62,,$300,NA
Other,Adams 12 CTE Building - Adjusted,CTE Building,Weld Snorkel Install,ea,1,,0,$11126,$36191,0.00,$11126,$36191,NA
RD/ORD,Adams 12 CTE Building - Adjusted,CTE Building,RD/ORDs,ea,15,,46,,$29803,3.07,,$1987,NA
RPBP,Adams 12 CTE Building - Adjusted,CTE Building,"BFP-1, Backflow Preventer RPBP",ea,2,,0,,$11921,0.00,,$5961,NA
RPBP,Adams 12 CTE Building - Adjusted,CTE Building,"BFP-1, RPBP",ea,1,,0,,$3974,0.00,,$3974,NA
SOI,Adams 12 CTE Building - Adjusted,CTE Building,Sand-oil Interceptor,ea,2,,48,,$3974,24.00,,$1987,NA
UH,Adams 12 CTE Building - Adjusted,CTE Building,"UHs, Unit Heaters",ea,4,,6,,$6358,1.50,,$1589,NA
VFD,Adams 12 CTE Building - Adjusted,CTE Building,** VFDs,ea,2,,4,$125,$1589,2.00,$63,$795,NA
WSHP,Adams 12 CTE Building - Adjusted,CTE Building,"Zone Heat Pumps, WSHP",ea,28,,96,,$217059,3.43,,$7752,NA
WV,Adams 12 CTE Building - Adjusted,CTE Building,floor drain (fd),ea,32,,41,,$25432,1.28,,$795,NA
WV,Adams 12 CTE Building - Adjusted,CTE Building,Trench Drain - td,lf,30,,22,,$14361,0.73,,$479,NA
AHU,Advent Lenexa Hospital,Hospital,AHU-1 thru 6,cfm,6,234900,,$28104,$2496403,,$4684,$416067,$10.63
AHU,Advent Lenexa Hospital,Hospital,AHU-7 (alternate),cfm,1,20000,,,$1,,,$1,$0.00
AHU,Advent Lenexa Hospital,Hospital,AHU-8,cfm,1,33000,,,$524598,,,$524598,$15.90
AP,Advent Lenexa Hospital,Hospital,"AAPs, Area Alarm Panels",ea,6,,,,$1,,,$0,NA
AP,Advent Lenexa Hospital,Hospital,"MAPs, Master Alarm Panels",ea,1,,,,$1,,,$1,NA
AS,Advent Lenexa Hospital,Hospital,Centrifugal Separator,ea,1,,,,$16757,,,$16757,NA
CH,Advent Lenexa Hospital,Hospital,"CH, Chillers",tons,3,1650,,$18566,$623168,,$6189,$207723,$377.68
CHW Special,Advent Lenexa Hospital,Hospital,CHW Air Separator,ea,1,,,,$1,,,$1,NA
CHW Special,Advent Lenexa Hospital,Hospital,CHW Chemical Treatment,ea,1,,16,,$21013,16.00,,$21013,NA
CHW Special,Advent Lenexa Hospital,Hospital,chw expansion tank,ea,1,,,,$1,,,$1,NA
CHWP,Advent Lenexa Hospital,Hospital,Chilled Water Pumps,ea,3,,,$7773,$156205,,$2591,$52068,NA
CP,Advent Lenexa Hospital,Hospital,condensate pump,ea,2,,,,$20267,,,$10133,NA
CT,Advent Lenexa Hospital,Hospital,"CT, Cooling Tower",tons,3,1650,,,$218204,,,$72735,$132.25
CWP,Advent Lenexa Hospital,Hospital,Condenser Water Pumps,ea,3,,,,$1,,,$0,NA
DA,Advent Lenexa Hospital,Hospital,Deaerator,ea,1,,,,$121936,,,$121936,NA
DMW/WV,Advent Lenexa Hospital,Hospital,fixture takeoff,takeoff,701,,1000,$0,$972164,1.43,$0,$1387,NA
DW Specials,Advent Lenexa Hospital,Hospital,Domestic Water Expansion Tanks,ea,2,,,$1051,$1,,$525,$1,NA
DW Specials,Advent Lenexa Hospital,Hospital,water softener,ea,1,,,$10506,$42186,,$10506,$42186,NA
DWBP,Advent Lenexa Hospital,Hospital,booster pump,ea,1,,,$10506,$28920,,$10506,$28920,NA
DWH,Advent Lenexa Hospital,Hospital,Dom Water HX - Elec,ea,1,,,,$1,,,$1,NA
DWH,Advent Lenexa Hospital,Hospital,Dom Water HX - Steam,ea,1,,,,$230495,,,$230495,NA
DWP,Advent Lenexa Hospital,Hospital,recirc pumps,ea,2,,,$1051,$1,,$525,$1,NA
ESP,Advent Lenexa Hospital,Hospital,"ESPs, Elevator Sump Pumps",ea,3,,,,$11812,,,$3937,NA
ESP,Advent Lenexa Hospital,Parking Garage,Sump Pump,ea,1,,,,$50765,,,$50765,NA
FCU,Advent Lenexa Hospital,Hospital,DX Fan Coil Unit,ea,5,,245,$6304,$41899,49.00,$1261,$8380,NA
FCU,Advent Lenexa Hospital,Hospital,DX Fan Coil Unit (server),ea,4,,245,$6304,$115227,61.25,$1576,$28807,NA
FCU,Advent Lenexa Hospital,Hospital,fan coil unit,ea,9,,,$5300,$22783,,$589,$2531,NA
Flue,Advent Lenexa Hospital,Hospital,BOILER FLUE,ea,3,,,$29722,$0,,$9907,$0,NA
FPB,Advent Lenexa Hospital,Hospital,FPMB,ea,1,,,,$1,,,$1,NA
FTR,Advent Lenexa Hospital,Hospital,Fin Tube,ea,71,,,,$13191,,,$186,NA
GEF,Advent Lenexa Hospital,Hospital,Chiller Ref EF,ea,3,,,,$1,,,$0,NA
GEF,Advent Lenexa Hospital,Hospital,General EF,ea,19,,,,$1,,,$0,NA
GEF,Advent Lenexa Hospital,Parking Garage,exhaust fan,ea,2,,,,$1,,,$1,NA
GRD,Advent Lenexa Hospital,Hospital,"GRDs, Grilles, Registers, Diffusers",ea,1355,,,,$197439,,,$146,NA
GRD,Advent Lenexa Hospital,Hospital,Laminar Flow Diffusers,ea,54,,,,$1,,,$0,NA
GRD,Advent Lenexa Hospital,Hospital,Linear Slots,ea,100,,,,$1,,,$0,NA
GRD,Advent Lenexa Hospital,Hospital,Slip-in Air Terminals,ea,8,,,,$5435,,,$679,NA
HW Specials,Advent Lenexa Hospital,Hospital,HW Air Separator,ea,1,,,,$1,,,$1,NA
HW Specials,Advent Lenexa Hospital,Hospital,HW Chemical Treatment,ea,1,,16,,$21013,16.00,,$21013,NA
HW Specials,Advent Lenexa Hospital,Hospital,HW Expansion Tank,ea,1,,,,$1,,,$1,NA
HWHX,Advent Lenexa Hospital,Hospital,Heating Water Heat Exchanger,mbh,2,7500,,,$1,,,$1,$0.00
HWP,Advent Lenexa Hospital,Hospital,Heating Water Pumps,ea,3,,,,$1,,,$0,NA
IOEF,Advent Lenexa Hospital,Hospital,Isolation EF,ea,3,,,,$1,,,$0,NA
KEF,Advent Lenexa Hospital,Hospital,Kitchen/Dish EF,ea,3,,,,$1,,,$0,NA
L,Advent Lenexa Hospital,Hospital,louvers,ea,11,,,,$17928,,,$1630,NA
LSD,Advent Lenexa Hospital,Hospital,Fire Smoke Dampers,ea,92,,,,$104980,,,$1141,NA
MAC,Advent Lenexa Hospital,Hospital,Air Compressors,ea,1,,,$34568,$207533,,$34568,$207533,NA
MAC,Advent Lenexa Hospital,Hospital,Medical Air Compressors,ea,1,,,,$1,,,$1,NA
Manifold,Advent Lenexa Hospital,Hospital,"NO, N2, CO2 Manifolds",ea,1,,,,$1,,,$1,NA
MAU,Advent Lenexa Hospital,Hospital,Boiler MAU,ea,1,,,,$33496,,,$33496,NA
Other,Advent Lenexa Hospital,Hospital,** VFD,ea,29,,,$38771,$74111,,$1337,$2556,NA
Other,Advent Lenexa Hospital,Hospital,Blow Down Separators,ea,1,,,,$5011,,,$5011,NA
Other,Advent Lenexa Hospital,Hospital,Boiler Feed Water Tank,ea,1,,,,$50698,,,$50698,NA
Other,Advent Lenexa Hospital,Hospital,Fan Filter Units,ea,5,,,,$14087,,,$2817,NA
Other,Advent Lenexa Hospital,Hospital,Fuel Oil Controls,ea,1,,,,$210125,,,$210125,NA
Other,Advent Lenexa Hospital,Hospital,Fuel Oil Feed Pumps,ea,6,,,,$26266,,,$4378,NA
Other,Advent Lenexa Hospital,Hospital,Fuel Oil Polishers,ea,1,,,,$26266,,,$26266,NA
Other,Advent Lenexa Hospital,Hospital,Fuel Oil Tank,gal,1,30000,,$52531,$210125,,$52531,$210125,$7.00
Other,Advent Lenexa Hospital,Hospital,HEPA Housing,ea,3,,,,$66884,,,$22295,NA
Other,Advent Lenexa Hospital,Hospital,Med Gas Cert,ea,1,,,,$21013,,,$21013,NA
Other,Advent Lenexa Hospital,Hospital,med gas wiring,ea,1,,,,$1,,,$1,NA
Other,Advent Lenexa Hospital,Hospital,Steam Chemical Treatment,ea,1,,16,,$21013,16.00,,$21013,NA
Outlet,Advent Lenexa Hospital,Hospital,Medical Air Outlets,ea,44,,22,,$1,0.50,,$0,NA
Outlet,Advent Lenexa Hospital,Hospital,Medical O2 Outlets,ea,44,,22,,$0,0.50,,$0,NA
Outlet,Advent Lenexa Hospital,Hospital,Medical Vacuum Outlets,ea,44,,22,,$1,0.50,,$0,NA
Outlet,Advent Lenexa Hospital,Hospital,O2 Emergency Connection,ea,1,,,,$1,,,$1,NA
PRV,Advent Lenexa Hospital,Hospital,GAS PRV - Boiler,ea,3,,,$1051,$14510,,$350,$4837,NA
PRV,Advent Lenexa Hospital,Hospital,GAS PRV - Kitchen,ea,1,,,$1051,$1088,,$1051,$1088,NA
RA/EA VAV,Advent Lenexa Hospital,Hospital,RA/EA Air Valve,ea,10,,,,$1,,,$0,NA
RH,Advent Lenexa Hospital,Hospital,Gravity Hood,ea,2,,,,$16921,,,$8461,NA
RPBP,Advent Lenexa Hospital,Hospital,BFP - Irrigation,ea,1,,,,$1,,,$1,NA
RPBP,Advent Lenexa Hospital,Hospital,BFP - Makeup,ea,1,,,,$1,,,$1,NA
RPBP,Advent Lenexa Hospital,Hospital,BFP - Water Entrance,ea,1,,,$1051,$1,,$1051,$1,NA
SA VAV,Advent Lenexa Hospital,Hospital,SA VAV,ea,224,,,,$93534,,,$418,NA
SA VVAV,Advent Lenexa Hospital,Hospital,SAV,ea,5,,,,$59402,,,$11880,NA
SB,Advent Lenexa Hospital,Hospital,"SB, Steam Boilers",bhp,3,900,,$32799,$838021,,$10933,$279340,$931.13
SEF,Advent Lenexa Hospital,Hospital,Stair Pressurization EF,ea,2,,,,$110057,,,$55029,NA
UH,Advent Lenexa Hospital,Hospital,electric unit heater,ea,11,,,,$39363,,,$3578,NA
UH,Advent Lenexa Hospital,Hospital,Hydronic Unit Heaters,ea,1,,,,$2012,,,$2012,NA
UH,Advent Lenexa Hospital,Parking Garage,electric unit heater,ea,9,,,,$1,,,$0,NA
Vacuum,Advent Lenexa Hospital,Hospital,"MVPs, Medical Vacuum Pumps",ea,1,,,,$1,,,$1,NA
ZVB,Advent Lenexa Hospital,Hospital,"ZVBs, Zone Valve Boxes",ea,16,,,,$1,,,$0,NA
AC,Anschutz Health Sciences Building,AHSB,"AD-P12-01, Air Doors",ea,1,,0,$32,$4959,0.00,$32,$4959,NA
AHU,Anschutz Health Sciences Building,AHSB,"AHU-P12-81 thru 87, Air Handling Units (office)",cfm,7,350000,868,$2225,$3642318,124.00,$318,$520331,$10.41
AHU,Anschutz Health Sciences Building,AHSB,"AHU-P12-92/93, Air Handling Units (lab)",cfm,2,50000,104,$238,$458727,52.00,$119,$229363,$9.17
AP,Anschutz Health Sciences Building,AHSB,"AAPs, Area Alarm Panels",ea,2,,3,,$1748,1.50,,$874,NA
AP,Anschutz Health Sciences Building,AHSB,"MAPs, Master Alarm Panels",ea,1,,2,,$2766,1.50,,$2766,NA
AS,Anschutz Health Sciences Building,AHSB,"AS-P12-1/3, Chilled and Data Chilled Water Air Separators",est,2,,28,$636,$33696,14.00,$318,$16848,NA
AS,Anschutz Health Sciences Building,AHSB,"AS-P12-3, Heating Water Air Separators",ea,1,,8,$397,$10216,8.00,$397,$10216,NA
AS,Anschutz Health Sciences Building,AHSB,"AS-P12-4, Chilled and Data Chilled Water Air Separators",est,1,,10,$397,$14736,10.00,$397,$14736,NA
BBR,Anschutz Health Sciences Building,AHSB,"FTR-1, FinTube Radiation",ea,11,251,138,$437,$114761,12.55,$40,$10433,$458.13
BBR,Anschutz Health Sciences Building,AHSB,"FTR-2, FinTube Radiation",ea,38,808,532,$1510,$0,14.00,$40,$0,$0.00
BBR,Anschutz Health Sciences Building,AHSB,"FTR-3, FinTube Radiation",ea,12,331,168,$477,$0,14.00,$40,$0,$0.00
CH,Anschutz Health Sciences Building,AHSB,"CH-P12-81, (Water Cooled) Chillers",tons,1,200,72,,$259178,72.00,,$259178,$1295.89
CHWHX,Anschutz Health Sciences Building,AHSB,"PFHX-P12-01/02, Chilled Water Heat Exchanger",mbh,2,19400,28,,$285139,14.00,,$142569,$14.70
CHWP,Anschutz Health Sciences Building,AHSB,"CHWP-P12--01/02, Chilled Water Pumps",hp,2,120,96,$397,$23175,48.00,$199,$11587,$193.12
CHWP,Anschutz Health Sciences Building,AHSB,"CHWP-P12--03/04, Data Chilled Water Back-up Pumps",hp,2,40,72,$397,$18034,36.00,$199,$9017,$450.86
CHWP,Anschutz Health Sciences Building,AHSB,"CHWP-P12--81/82, Data Chilled Water Pumps",hp,2,40,72,$397,$16947,36.00,$199,$8474,$423.68
COMP,Anschutz Health Sciences Building,AHSB,"LAC-1, Lab Air Compressors",scfm,1,50,24,,$76729,24.00,,$76729,$1534.57
COMP,Anschutz Health Sciences Building,AHSB,"MAC-1, Medical Air Compressors",scfm,1,48,24,,$62022,24.00,,$62022,$1292.12
CRAC,Anschutz Health Sciences Building,AHSB,"CRACs, Computer Room Air Conditioners",cfm,3,52050,72,,$210766,24.00,,$70255,$4.05
CT,Anschutz Health Sciences Building,AHSB,"CT-P12-81, (Open) Cooling Tower",tons,1,200,108,,$63007,108.00,,$63007,$315.04
CTLD,Anschutz Health Sciences Building,AHSB,Airflow Measuring Control Damper,ea,3,,0,,$56133,0.00,,$18711,NA
CUH,Anschutz Health Sciences Building,AHSB,"CUH-P12-101/102/103/107/108/201, Cabinet Unit Heaters",ea,6,,20,$175,$16340,3.33,$29,$2723,NA
CWHX,Anschutz Health Sciences Building,AHSB,"PFHX-P12-81, Condenser Water Heat Exchanger",mbh,1,7247,12,,$51136,12.00,,$51136,$7.06
CWP,Anschutz Health Sciences Building,AHSB,"CWP-P12--81/82, Data Condenser Water Pumps",hp,2,30,72,$397,$16947,36.00,$199,$8474,$564.90
DMW,Anschutz Health Sciences Building,AHSB,hose bibb (HB-1),ea,11,,1,,$1026,0.09,,$93,NA
DMW,Anschutz Health Sciences Building,AHSB,"ice maker wall box, (IMB-1)",ea,23,,1,,$3327,0.05,,$145,NA
DMW,Anschutz Health Sciences Building,AHSB,"washer wall box, (WWB-1)",ea,1,,3,,$129,2.50,,$129,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,"bottle filling station, (BFS-1)",ea,4,,2,,$735,0.56,,$184,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,electric water cooler (EWC-1),ea,13,,3,,$58601,0.23,,$4508,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,emergency shower (EWS-1),ea,7,,4,,$13769,0.50,,$1967,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,"eye/face wash, (EW-1)",ea,2,,2,,$2363,0.75,,$1182,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,lavatory - wall mounted (L-1),ea,30,,4,,$29679,0.12,,$989,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,lavatory faucet (L-2),ea,56,,3,,$50042,0.04,,$894,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,mop service basin (MSB-1),ea,10,,4,,$7773,0.40,,$777,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,shower (SH-1) - trim only,ea,14,,1,,$16957,0.09,,$1211,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,sink (single comp) - (S-1),ea,26,,3,,$29821,0.10,,$1147,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,sink (single comp) - (S-3),ea,2,,3,,$3106,1.25,,$1553,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,sink (single comp. undermount) - (S-4),ea,56,,3,,$61685,0.04,,$1102,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,sink faucet  (single comp) - (S-2),ea,55,,3,,$0,0.05,,$0,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,sink/counter - counter (S-6),ea,1,,3,,$1876,2.50,,$1876,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,sink/counter - counter (S-7),ea,1,,3,,$1876,2.50,,$1876,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,"urinal, (UR-1)",ea,21,,4,,$19771,0.20,,$941,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,"water closet, floor mount ADA, child, (WC-5)",ea,24,,2,,$21122,0.09,,$880,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,"water closet, floor mount/bariatric, child, (WC-4)",ea,1,,2,,$801,2.25,,$801,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,"water closet, wall hung, (WC-1/2)",ea,71,,4,,$66798,0.05,,$941,NA
DMW/WV,Anschutz Health Sciences Building,AHSB,"water closet, wall hung, child, (WC-3)",ea,1,,2,,$1050,2.25,,$1050,NA
DSN,Anschutz Health Sciences Building,AHSB,"RD-2 DSNs, Down Spout Nozzles 10""",ea,2,,4,,$1504,2.00,,$752,NA
DSN,Anschutz Health Sciences Building,AHSB,"RD-2 DSNs, Down Spout Nozzles 6""",ea,1,,2,,$381,2.00,,$381,NA
DSN,Anschutz Health Sciences Building,AHSB,"RD-2 DSNs, Down Spout Nozzles 8""",ea,1,,2,,$580,2.00,,$580,NA
DWBP,Anschutz Health Sciences Building,AHSB,"BP-P12-1, Domestic Water Booster Pumps triplex",hp,1,15,16,,$35128,16.00,,$35128,$2341.85
DWH,Anschutz Health Sciences Building,AHSB,"WH-01, Domestic Water Heaters, steam to water with Storage tank",mbh,1,4799,16,,$44496,16.00,,$44496,$9.27
DWP,Anschutz Health Sciences Building,AHSB,"CPs, Circ Pumps",ea,2,,5,,$2384,2.50,,$1192,NA
ERV,Anschutz Health Sciences Building,AHSB,"ERU-P12-92/93, Energy Recovery Exhaust Air Unit",ea,2,,100,$318,$542271,50.00,$159,$271135,NA
ESP,Anschutz Health Sciences Building,AHSB,"ESPs-1/2/4/5, Elevator Sump Pumps",ea,4,,14,,$21895,3.50,,$5474,NA
ET,Anschutz Health Sciences Building,AHSB,"DWETs, Domestic Water Expansion Tanks",ea,3,,14,,$4768,4.50,,$1589,NA
ET,Anschutz Health Sciences Building,AHSB,ET-P12-1 Heating Water Expansion Tanks,gal,1,528,18,,$15299,18.00,,$15299,$28.98
ET,Anschutz Health Sciences Building,AHSB,"ET-P12-2/3, Chilled and Data Chilled Water Expansion Tanks",gal,2,422,12,,$30598,6.00,,$15299,$72.51
FCU,Anschutz Health Sciences Building,AHSB,"FCU-P12-X, Fan Coil Units",ea,53,,373,$27379,$227456,7.04,$517,$4292,NA
FLEX,Anschutz Health Sciences Building,AHSB,"Flex, etc.",lf,3,,0,,$47686,0.00,,$15895,NA
Flue,Anschutz Health Sciences Building,AHSB,Flue piping,lot,5,,0,,$588112,0.00,,$117622,NA
GEF,Anschutz Health Sciences Building,AHSB,"EF-P12-11/81/82/85/86/201, General Exhaust Fans",cfm,6,26390,0,,$13003,0.00,,$2167,$0.49
GEF,Anschutz Health Sciences Building,AHSB,"EPF-P12-81/82/83, Elevator Hoist Pressurization Fans",cfm,3,61200,0,,$30156,0.00,,$10052,$0.49
GEF,Anschutz Health Sciences Building,AHSB,"SPF-P12-81/82/83, Stair Pressurization Fans",cfm,3,33000,0,,$16260,0.00,,$5420,$0.49
GF,Anschutz Health Sciences Building,AHSB,Glycol Feeder,ea,1,,6,,$7947,6.00,,$7947,NA
GI,Anschutz Health Sciences Building,AHSB,**excavation at Grease Interceptor,gal,1,1500,0,,$11921,0.00,,$11921,$7.95
GI,Anschutz Health Sciences Building,AHSB,"GIs, Grease Interceptors",gal,1,1500,32,,$7568,32.00,,$7568,$5.05
GRD,Anschutz Health Sciences Building,AHSB,"GRDs, Grilles, Registers, Diffusers (Ceiling)",ea,2437,,0,,$111822,0.00,,$46,NA
GRD-LF-HEPA,Anschutz Health Sciences Building,AHSB,"GRD-LF-HEPA, Laminar Flow (OR, Lab, Pharm)",ea,9,,0,,$31750,0.00,,$3528,NA
GRD-SD,Anschutz Health Sciences Building,AHSB,"SDs, Slot Diffuser",lf,883,,0,,$41924,0.00,,$47,NA
HT,Anschutz Health Sciences Building,AHSB,** GSS Heat Trace,ea,,,,$10745,,,NA,,
HT,Anschutz Health Sciences Building,AHSB,Exterior Heat Trace,ea,1,,32,$10809,$0,32.00,$10809,$0,NA
HT,Anschutz Health Sciences Building,AHSB,Heat Trace Allowance,ea,3,,24,$1669,,8.00,$556,,
HUM,Anschutz Health Sciences Building,AHSB,"H-1, Ultrasonic Humidifier, Data Center",ea,1,,0,,$36526,0.00,,$36526,NA
HWP,Anschutz Health Sciences Building,AHSB,"HWP-P12--01/02, Heating Water Pumps",hp,2,60,72,$397,$19207,36.00,$199,$9604,$320.12
HWP,Anschutz Health Sciences Building,AHSB,"HWP-P12-81 thru 88, Heating Water Coil Pumps (no VFD)",hp,8,16,32,,$27110,4.00,,$3389,$1694.40
IOEF,Anschutz Health Sciences Building,AHSB,"LEF-P12-81 thru 84, Lab Exhaust Fans",cfm,4,40000,200,,$0,50.00,,$0,$0.00
IRH,Anschutz Health Sciences Building,AHSB,Infrared Heater,ea,1,,6,$0,$2543,6.00,$0,$2543,NA
KEF,Anschutz Health Sciences Building,AHSB,Grease Exhaust Duct,lot,,,0,,$166413,NA,,NA,NA
L,Anschutz Health Sciences Building,AHSB,Louvers - Acoustical WL-P12-101/102/103/122/125/126,sqft,1112,,0,,$133891,0.00,,$120,NA
LSD,Anschutz Health Sciences Building,AHSB,"FDs, Fire Dampers",ea,157,,0,,$59924,0.00,,$382,NA
LSD,Anschutz Health Sciences Building,AHSB,"FDs, Fire Dampers Not Shown",ea,21,,32,,$8345,1.50,,$397,NA
LSD,Anschutz Health Sciences Building,AHSB,"FSDs, Fire-Smoke Dampers",ea,71,,0,,$95207,0.00,,$1341,NA
LSD,Anschutz Health Sciences Building,AHSB,"FSDs, Fire-Smoke Dampers Not Shown",ea,3,,6,,$2146,2.00,,$715,NA
LSD,Anschutz Health Sciences Building,AHSB,"SDs, Smoke Dampers",ea,3,,0,,$3514,0.00,,$1171,NA
Manifold,Anschutz Health Sciences Building,AHSB,O2 Manifold,ea,1,,1,,$9896,1.00,,$9896,NA
MVD,Anschutz Health Sciences Building,AHSB,"MDs, Motorized Dampers",ea,3,,0,,$112359,0.00,,$37453,NA
