OmniClass_Code,OmniClass_Title,Description
22-02 26 36,Hazardous Waste Drum Assessment,Evaluations of hazardous waste drums and containers
22-02 30 00,Subsurface Investigation,Investigations of subsurface conditions and features
22-02 31 00,Geophysical Investigations,Geophysical surveys and investigations of subsurface conditions
22-02 31 13,Seismic Investigations,Seismic surveys and investigations of subsurface conditions
22-02 31 16,Gravity Investigations,Gravity surveys and investigations of subsurface conditions
22-02 31 19,Magnetic Investigations,Magnetic surveys and investigations of subsurface conditions
22-02 31 23,Electromagnetic Investigations,Electromagnetic surveys and investigations of subsurface conditions
22-02 31 26,Electrical Resistivity Investigations,Electrical resistivity surveys and investigations of subsurface conditions
22-02 31 29,Magnetotelluric Investigations,Magnetotelluric surveys and investigations of subsurface conditions
22-02 32 00,Geotechnical Investigations,Geotechnical investigations and testing of subsurface conditions
22-02 32 13,Subsurface Drilling and Sampling,Drilling and sampling of subsurface materials
22-02 32 16,Material Testing,Testing and analysis of subsurface materials
22-02 32 19,Exploratory Excavations,Exploratory excavations to investigate subsurface conditions
22-02 32 23,Geotechnical Monitoring Before Construction,Geotechnical monitoring and data collection before construction
22-02 32 23-1,Groundwater Monitoring Before Construction,Monitoring of groundwater conditions before construction
22-02 40 00,Demolition and Structure Moving,Demolition and relocation of existing structures
22-02 41 00,Demolition,nan
22-02 41 13,Selective Site Demolition,"Selective demolition of specific site elements, such as buildings or structures."
22-02 54 19-1,Bioremediation Using Landfarming,"Bioremediation using landfarming, a process that uses microorganisms to break down contaminants in soil."
22-02 83 33,Removal and Disposal of Material Containing Lead,"Removal and disposal of materials containing lead, a hazardous substance."
22-03 06 20-1,Concrete Beam Reinforcing Schedule,A schedule that details the reinforcing requirements for a concrete beam.
22-03 06 20-2,Concrete Slab Reinforcing Schedule,A schedule that details the reinforcing requirements for a concrete slab.
22-03 06 30,Schedules for Cast-in-Place Concrete,Schedules that provide details for cast-in-place concrete construction.
22-03 06 30-1,Concrete Footing Schedule,A schedule that details the requirements for concrete footings.
22-03 25 13,Glass Fiber-Reinforced Polymer Reinforcing,The use of glass fiber-reinforced polymer as reinforcement in concrete.
22-03 25 16,Organic Fiber-Reinforced Polymer Reinforcing,The use of organic fiber-reinforced polymer as reinforcement in concrete.
22-03 45 00,Precast Architectural Concrete,"Precast architectural concrete elements, such as panels or columns."
22-04 27 00,Multiple-Wythe Unit Masonry,Masonry construction with multiple wythes (layers) of units.
22-04 27 13,Composite Unit Masonry,"Masonry construction using composite units, such as concrete masonry units with insulation."
22-05 55 13,Metal Stair Treads,"Metal stair treads, which provide a durable walking surface for stairs."
22-06 00 00,"Wood, Plastics, and Composites","The maintenance and repair of wood, plastics, and composite materials."
22-06 01 00,"Maintenance of Wood, Plastics, and Composites","The maintenance of rough carpentry, such as framing and sheathing."
22-06 01 10,Maintenance of Rough Carpentry,The rehabilitation of rough carpentry elements.
22-06 01 10-1,Rough Carpentry Rehabilitation,The restoration of rough carpentry elements.
22-06 01 10-2,Rough Carpentry Restoration,The preservation of rough carpentry elements.
22-06 01 10-3,Rough Carpentry Preservation,"The maintenance of finish carpentry, such as trim and cabinetry."
22-06 01 20,Maintenance of Finish Carpentry,The rehabilitation of finish carpentry elements.
22-06 01 20-1,Finish Carpentry Rehabilitation,The restoration of finish carpentry elements.
22-06 01 20-2,Finish Carpentry Restoration,The preservation of finish carpentry elements.
22-06 01 20-3,Finish Carpentry Preservation,"The maintenance of architectural woodwork, such as custom millwork."
22-06 01 40,Maintenance of Architectural Woodwork,The cleaning of architectural woodwork.
22-06 01 40-1,Architectural Woodwork Cleaning,The refinishing of architectural woodwork.
22-06 01 40-2,Architectural Woodwork Refinishing,The restoration of architectural woodwork.
22-06 01 40-3,Architectural Woodwork Restoration,The maintenance of structural plastics.
22-06 01 50,Maintenance of Structural Plastics,The maintenance of plastic fabrications.
22-06 01 60,Maintenance of Plastic Fabrications,The cleaning of plastic elements.
22-06 01 60-1,Plastic Cleaning,The rehabilitation of plastic elements.
22-06 01 60-2,Plastic Rehabilitation,The restoration of plastic elements.
22-06 01 60-3,Plastic Restoration,The preservation of plastic elements.
22-06 01 60-4,Plastic Preservation,The maintenance of structural composites.
22-06 01 70,Maintenance of Structural Composites,The maintenance of composite assemblies.
22-06 01 80,Maintenance of Composite Assemblies,The cleaning of composite elements.
22-06 01 80-1,Composite Cleaning,The rehabilitation of composite elements.
22-06 01 80-2,Composite Rehabilitation,The restoration of composite elements.
22-06 01 80-3,Composite Restoration,The preservation of composite elements.
22-06 01 80-4,Composite Preservation,Conservation treatment for period (historic) wood elements.
22-06 03 00,Conservation Treatment for Period Wood,The maintenance of period (historic) wood elements.
22-06 03 01,Maintenance for Period Wood,The storage and protection of period (historic) wood elements.
22-06 03 01-1,Period Wood Storage and Protection,Common work results for the maintenance of period (historic) wood elements.
22-06 03 05,Common Work Results for Period Wood,"Wood board paneling, a type of interior wall cladding."
22-06 42 13,Wood Board Paneling,"Stile and rail wood paneling, a type of interior wall cladding."
22-06 42 14,Stile and Rail Wood Paneling,"Custom ornamental simulated woodwork, such as decorative moldings or trim."
22-06 66 00,Custom Ornamental Simulated Woodwork,Conservation treatment for period (historic) roof tiles.
22-07 03 32,Conservation Treatment for Period Roof Tiles,"Cold fluid-applied waterproofing, a type of waterproofing membrane."
22-07 14 16,Cold Fluid-Applied Waterproofing,"Sheet metal waterproofing, such as metal roofing or flashing."
22-07 15 00,Sheet Metal Waterproofing,"Sheet lead waterproofing, a type of waterproofing membrane."
22-07 15 13,Sheet Lead Waterproofing,nan
22-07 16 00,Cementitious and Reactive Waterproofing,nan
22-07 16 13,Polymer Modified Cement Waterproofing,nan
22-07 16 16,Crystalline Waterproofing,nan
22-07 16 19,Metal Oxide Waterproofing,nan
22-07 17 00,Bentonite Waterproofing,nan
22-07 17 13,Bentonite Panel Waterproofing,nan
22-07 17 16,Bentonite Composite Sheet Waterproofing,nan
22-07 18 00,Traffic Coatings,nan
22-07 18 13,Pedestrian Traffic Coatings,nan
22-07 18 16,Vehicular Traffic Coatings,nan
22-07 19 00,Water Repellents,nan
22-07 19 13,Acrylic Water Repellents,nan
22-07 19 16,Silane Water Repellents,nan
22-07 19 19,Silicone Water Repellents,nan
22-07 19 23,Siloxane Water Repellents,nan
22-07 19 26,Stearate Water Repellents,nan
22-07 19 29,Penetrating Polyester Water Repellents,nan
22-07 20 00,Thermal Protection,nan
22-07 21 00,Thermal Insulation,nan
22-07 21 13,Board Insulation,nan
22-07 21 13-1,Foam Board Insulation,nan
22-07 21 13-2,Fibrous Board Insulation,nan
22-07 21 13-3,Mineral Board Insulation,nan
22-07 21 16,Blanket Insulation,nan
22-07 21 19,Foamed-In-Place Insulation,nan
22-07 21 23,Loose-Fill Insulation,nan
22-07 21 26,Blown Insulation,nan
22-07 21 29,Sprayed Insulation,nan
22-07 21 53,Reflective Insulation,nan
22-07 21 63,Fluid-Applied Insulative Coating,nan
22-07 22 00,Roof and Deck Insulation,nan
22-07 22 13,Asphaltic Perlite Concrete Deck,nan
22-07 22 16,Roof Board Insulation,nan
22-07 24 00,Exterior Insulation and Finish Systems,nan
22-07 24 13,Polymer-Based Exterior Insulation and Finish System,nan
22-07 24 16,Polymer-Modified Exterior Insulation and Finish System,nan
22-07 24 19,Water-Drainage Exterior Insulation and Finish System,nan
22-07 24 23,Direct-Applied Finish Systems,nan
22-07 25 00,Weather Barriers,nan
22-07 26 00,Vapor Retarders,nan
22-07 26 13,Above-Grade Vapor Retarders,nan
22-07 26 16,Below-Grade Vapor Retarders,nan
22-07 26 23,Below-Grade Gas Retarders,nan
22-07 27 00,Air Barriers,nan
22-07 27 13,Modified Bituminous Sheet Air Barriers,nan
22-07 27 16,Sheet Metal Membrane Air Barriers,nan
22-07 27 19,Plastic Sheet Air Barriers,nan
22-07 42 46,Cementitious Wall Panels,nan
22-07 42 63,Fabricated Wall Panel Assemblies,nan
22-07 42 93,Soffit Panels,nan
22-07 44 00,Faced Panels,"Panels with a facing material applied, such as aggregate, porcelain enamel, tile, or ceramic tile."
22-07 44 13,Aggregate Coated Panels,Panels with an aggregate coating applied to the surface.
22-07 44 16,Porcelain Enameled Faced Panels,Panels with a porcelain enamel facing material.
22-07 44 19,Tile-Faced Panels,Panels with a tile facing material.
22-07 44 23,Ceramic-Tile-Faced Panels,Panels with a ceramic tile facing material.
22-07 44 33,Metal Faced Panels,Panels with a metal facing material.
22-07 44 53,Glass-Fiber-Reinforced Cementitious Panels,Panels made of glass-fiber-reinforced cementitious material.
22-07 44 56,Mineral-Fiber-Reinforced Cementitious Panels,Panels made of mineral-fiber-reinforced cementitious material.
22-07 44 63,Fabricated Faced Panel Assemblies,Fabricated assemblies of faced panels.
22-07 46 00,Siding,"Exterior wall cladding materials, including metal, wood, plastic, and fiber-cement siding."
22-07 46 16,Aluminum Siding,Aluminum siding for exterior walls.
22-07 46 19,Steel Siding,Steel siding for exterior walls.
22-07 46 21,Zinc Siding,Zinc siding for exterior walls.
22-07 46 23,Wood Siding,Wood siding for exterior walls.
22-07 46 24,Wood Shingle and Shake Siding,Wood shingle and shake siding for exterior walls.
22-07 46 24-1,Wood Shingle Siding,Wood shingle siding for exterior walls.
22-07 46 24-2,Wood Shake Siding,Wood shake siding for exterior walls.
22-07 46 26,Hardboard Siding,Hardboard siding for exterior walls.
22-07 46 29,Plywood Siding,Plywood siding for exterior walls.
22-07 46 33,Plastic Siding,Plastic siding for exterior walls.
22-07 46 43,Composition Siding,Composition siding for exterior walls.
22-07 46 46,Fiber-Cement Siding,Fiber-cement siding for exterior walls.
22-07 46 63,Fabricated Panel Assemblies with Siding,Fabricated panel assemblies with siding materials.
22-07 50 00,Membrane Roofing,Roofing systems using membrane materials.
