OmniClass_Code,OmniClass_Title,Description
11-35 15 23,Orchard,A facility for the production of orchard crops.
11-35 15 27,Livestock Farm,A facility for the production of livestock.
11-35 15 31,Apiary and Other Related Structures,A facility for the production of honey and other bee-related products.
11-35 15 35,Slaughterhouse and Processing Facility,A facility for the slaughtering and processing of livestock.
11-35 15 39,Forestry and Timber Fabrication Facility,A facility for the fabrication of forestry and timber products.
11-35 15 43,Green House,A facility for the production of greenhouse crops.
11-35 15 47,Aquaculture Facility,A facility for the production of aquaculture products.
11-35 15 51,Agricultural Auction/Market Facility,A facility for the auction or market of agricultural products.
11-35 15 55,Dairy Facility,A facility for the production of dairy products.
11-35 15 59,Feedlot,A facility for the production of animal feed.
11-35 15 63,Animal Feed Operations Facility,A facility for the production of animal feed operations.
11-35 15 67,Agricultural Maintenance Facility,A facility for the maintenance of agricultural equipment and machinery.
11-35 19 00,Mineral Extraction Facility,A facility for the extraction of mineral resources.
11-35 19 21,Oil and Gas Extraction Facility,A facility for the extraction of oil and gas resources.
11-35 19 31,Mining Facility,A facility for the extraction of mining resources.
11-35 23 00,Craft Production Facility,A facility for the production of craft items.
11-35 23 11,Painting Craft Production Facility,A facility for the production of painted crafts and artwork.
11-35 23 15,Wood and Plastic Craft Production Facility,A facility for the production of crafts and artwork made from wood and plastic.
11-35 23 19,Metal Craft Production Facility,A facility for the production of crafts and artwork made from metal.
11-35 23 23,Ceramic Craft Production Facility,A facility for the production of ceramic crafts and artwork.
11-35 23 27,Glass-Making Craft Production Facility,A facility for the production of glass-made crafts and artwork.
11-35 23 31,Craft Textile Production Facility,A facility for the production of textile crafts and artwork.
11-35 55 00,Entertainment Production Facility,A facility for the production of entertainment-related items.
11-35 55 11,Entertainment Rehearsal Facility,A facility for rehearsing entertainment performances.
11-35 55 21,Movie Studio,A facility for producing movies and other filmed entertainment.
11-35 55 31,Broadcasting Facility,"A facility for broadcasting radio, television, and other media."
11-37 00 00,Storage Facility,A facility for storing various types of goods and materials.
11-37 12 00,Dry Storage Facility,A facility for storing dry goods and materials.
11-37 12 11,Food Storage Facility,A facility for storing food and agricultural products.
11-37 12 15,Agricultural Storage Facility,A facility for storing agricultural products like crops and livestock.
11-37 12 19,Grain Silo,"A tall, cylindrical structure for storing grain."
11-37 12 23,Grain Elevator,A multi-story building for storing and handling grain.
11-37 12 27,Consumer Products Storage Facility,A facility for storing consumer products and goods.
11-37 12 31,Parts Storage Facility,A facility for storing parts and components.
11-37 12 35,Equipment Storage Facility,A facility for storing equipment and machinery.
11-37 12 39,Raw Material Storage Facility,A facility for storing raw materials and unfinished goods.
11-37 12 43,Self-Storage/Mini-Storage Facility,A facility for renting out individual storage units.
11-37 15 00,Salvage Yard,A facility for storing and processing salvaged materials.
11-37 19 00,Underground/Cave Storage,An underground or cave-based storage facility.
11-37 23 00,Loft/Multi-Story Warehouse,A multi-story warehouse for storing goods.
11-37 26 00,Covered Storage Facility,A covered facility for storing goods and materials.
11-37 26 11,Depot and Arsenal Covered Storage,A covered storage facility for military depots and arsenals.
11-37 26 15,Installation and Organization Covered Storage,A covered storage facility for military installations.
11-37 32 00,Open Storage Facility,An open-air facility for storing goods and materials.
11-37 32 11,Depot Open Storage Facility,An open-air storage facility for military depots.
11-37 32 15,"Open Storage, Installation Facility",An open-air storage facility for military installations.
11-37 35 00,Environmentally-Controlled Storage Facility,A facility for storing goods and materials in a controlled environment.
11-37 35 11,Cold Storage Facility,A facility for storing goods and materials in a cold environment.
11-37 35 21,Freezer Storage Facility,A facility for storing goods and materials in a freezing environment.
11-37 35 31,Warm Storage Facility,A facility for storing goods and materials in a warm environment.
11-37 39 00,Hazardous Storage Facility,A facility for storing hazardous materials.
11-37 39 11,Explosives Storage Facility,A facility for storing explosives and other dangerous goods.
11-37 39 21,Toxins Storage Facility,A facility for storing toxic and hazardous materials.
11-37 39 31,Radioactive Material Storage Facility,A facility for storing radioactive materials.
11-37 45 00,Gas Plant and Storage Facility,A facility for producing and storing gas products.
11-37 45 11,Helium Production/Storage Building,A facility for producing and storing helium gas.
11-37 45 15,Helium Storage Facility,A facility for storing helium gas.
11-37 45 19,Installation Gas Storage Facility,A facility for storing gas products for military installations.
